supertype,archetype,archetype_id,arch_count,event_id,deck_rank,mean_rank,top_two,date_num,date
Aggro,Boros,6,36,1987,1,2.944444,1,40787,9/1/2011
Aggro,Boros,6,36,9245,2,2.944444,1,42064,3/1/2015
Aggro,Boros,6,36,2566,2,2.944444,1,40964,2/25/2012
Aggro,Boros,6,36,2494,2,2.944444,1,40931,1/23/2012
Aggro,Boros,6,36,2503,2,2.944444,1,40929,1/21/2012
Aggro,Boros,6,36,2416,2,2.944444,1,40908,12/31/2011
Aggro,Boros,6,36,1933,2,2.944444,1,40780,8/25/2011
Aggro,Boros,6,36,8126,3,2.944444,0,41888,9/6/2014
Aggro,Boros,6,36,7892,3,2.944444,0,41825,7/5/2014
Aggro,Boros,6,36,9034,3,2.944444,0,41671,2/1/2014
Aggro,Boros,6,36,5676,3,2.944444,0,41536,9/19/2013
Aggro,Boros,6,36,3697,3,2.944444,0,41207,10/25/2012
Aggro,Boros,6,36,3447,3,2.944444,0,41183,10/1/2012
Aggro,Boros,6,36,2633,3,2.944444,0,40992,3/24/2012
Aggro,Boros,6,36,2594,3,2.944444,0,40979,3/11/2012
Aggro,Boros,6,36,2584,3,2.944444,0,40964,2/25/2012
Aggro,Boros,6,36,2517,3,2.944444,0,40944,2/5/2012
Aggro,Boros,6,36,2498,3,2.944444,0,40930,1/22/2012
Aggro,Boros,6,36,1949,3,2.944444,0,40767,8/12/2011
Aggro,Boros,6,36,6237,4,2.944444,0,41616,12/8/2013
Aggro,Boros,6,36,1968,4,2.944444,0,40787,9/1/2011
Aggro,Boros,6,36,1954,4,2.944444,0,40782,8/27/2011
Aggro,Boros,6,36,2620,5,2.944444,0,40986,3/18/2012
Aggro,Boros,6,36,2582,5,2.944444,0,40964,2/25/2012
Aggro,Boros,6,36,2536,5,2.944444,0,40958,2/19/2012
Aggro,Boros,6,36,2503,5,2.944444,0,40929,1/21/2012
Aggro,Boros,6,36,2501,5,2.944444,0,40929,1/21/2012
Aggro,Boros,6,36,2223,5,2.944444,0,40853,11/6/2011
Aggro,Boros,6,36,2541,8,2.944444,0,40957,2/18/2012
Control,BUG,24,15,6793,1,3.8,1,41701,3/3/2014
Control,BUG,24,15,4449,1,3.8,1,41329,2/24/2013
Control,BUG,24,15,4432,1,3.8,1,41315,2/10/2013
Control,BUG,24,15,4587,2,3.8,1,41343,3/10/2013
Control,BUG,24,15,6803,3,3.8,0,41702,3/4/2014
Control,BUG,24,15,4450,3,3.8,0,41330,2/25/2013
Control,BUG,24,15,3714,3,3.8,0,41217,11/4/2012
Control,BUG,24,15,7070,4,3.8,0,41734,4/5/2014
Control,BUG,24,15,6816,5,3.8,0,41706,3/8/2014
Control,BUG,24,15,4517,5,3.8,0,41344,3/11/2013
Control,BUG,24,15,4587,5,3.8,0,41343,3/10/2013
Control,BUG,24,15,4432,5,3.8,0,41315,2/10/2013
Control,BUG,24,15,6804,6,3.8,0,41703,3/5/2014
Control,BUG,24,15,4134,6,3.8,0,41265,12/22/2012
Control,BUG,24,15,4450,7,3.8,0,41330,2/25/2013
Control,Delverless_RUG,25,23,6781,1,2.826087,1,41700,3/2/2014
Control,Delverless_RUG,25,23,4303,1,2.826087,1,41309,2/4/2013
Control,Delverless_RUG,25,23,4243,1,2.826087,1,41293,1/19/2013
Control,Delverless_RUG,25,23,3342,1,2.826087,1,41172,9/20/2012
Control,Delverless_RUG,25,23,3136,1,2.826087,1,41153,9/1/2012
Control,Delverless_RUG,25,23,6956,2,2.826087,1,41721,3/23/2014
Control,Delverless_RUG,25,23,6052,2,2.826087,1,41595,11/17/2013
Control,Delverless_RUG,25,23,6051,2,2.826087,1,41594,11/16/2013
Control,Delverless_RUG,25,23,4428,2,2.826087,1,41315,2/10/2013
Control,Delverless_RUG,25,23,3364,2,2.826087,1,41174,9/22/2012
Control,Delverless_RUG,25,23,3140,2,2.826087,1,41154,9/2/2012
Control,Delverless_RUG,25,23,3138,2,2.826087,1,41153,9/1/2012
Control,Delverless_RUG,25,23,6630,3,2.826087,0,41677,2/7/2014
Control,Delverless_RUG,25,23,4499,3,2.826087,0,41341,3/8/2013
Control,Delverless_RUG,25,23,4432,3,2.826087,0,41315,2/10/2013
Control,Delverless_RUG,25,23,3325,3,2.826087,0,41170,9/18/2012
Control,Delverless_RUG,25,23,7071,4,2.826087,0,41734,4/5/2014
Control,Delverless_RUG,25,23,5444,4,2.826087,0,41496,8/10/2013
Control,Delverless_RUG,25,23,3140,4,2.826087,0,41154,9/2/2012
Control,Delverless_RUG,25,23,5590,5,2.826087,0,41523,9/6/2013
Control,Delverless_RUG,25,23,5443,5,2.826087,0,41497,8/11/2013
Control,Delverless_RUG,25,23,3654,5,2.826087,0,41201,10/19/2012
Control,Delverless_RUG,25,23,4214,7,2.826087,0,41291,1/17/2013
Aggro,Dredgevine,7,32,5744,1,3.4375,1,41552,10/5/2013
Aggro,Dredgevine,7,32,5422,1,3.4375,1,41495,8/9/2013
Aggro,Dredgevine,7,32,4566,1,3.4375,1,41348,3/15/2013
Aggro,Dredgevine,7,32,4515,1,3.4375,1,41338,3/5/2013
Aggro,Dredgevine,7,32,3918,1,3.4375,1,41248,12/5/2012
Aggro,Dredgevine,7,32,3654,1,3.4375,1,41201,10/19/2012
Aggro,Dredgevine,7,32,2405,1,3.4375,1,40906,12/29/2011
Aggro,Dredgevine,7,32,9272,2,3.4375,1,42064,3/1/2015
Aggro,Dredgevine,7,32,7109,2,3.4375,1,41742,4/13/2014
Aggro,Dredgevine,7,32,4770,2,3.4375,1,41378,4/14/2013
Aggro,Dredgevine,7,32,4471,2,3.4375,1,41336,3/3/2013
Aggro,Dredgevine,7,32,4243,2,3.4375,1,41293,1/19/2013
Aggro,Dredgevine,7,32,2593,2,3.4375,1,40979,3/11/2012
Aggro,Dredgevine,7,32,9383,3,3.4375,0,42077,3/14/2015
Aggro,Dredgevine,7,32,6806,3,3.4375,0,41693,2/23/2014
Aggro,Dredgevine,7,32,6090,3,3.4375,0,41599,11/21/2013
Aggro,Dredgevine,7,32,2566,3,3.4375,0,40964,2/25/2012
Aggro,Dredgevine,7,32,9367,4,3.4375,0,42077,3/14/2015
Aggro,Dredgevine,7,32,7396,4,3.4375,0,41777,5/18/2014
Aggro,Dredgevine,7,32,6623,4,3.4375,0,41679,2/9/2014
Aggro,Dredgevine,7,32,4535,4,3.4375,0,41335,3/2/2013
Aggro,Dredgevine,7,32,8875,5,3.4375,0,41994,12/21/2014
Aggro,Dredgevine,7,32,8001,5,3.4375,0,41854,8/3/2014
Aggro,Dredgevine,7,32,7179,5,3.4375,0,41749,4/20/2014
Aggro,Dredgevine,7,32,6507,5,3.4375,0,41659,1/20/2014
Aggro,Dredgevine,7,32,4467,5,3.4375,0,41332,2/27/2013
Aggro,Dredgevine,7,32,3915,5,3.4375,0,41239,11/26/2012
Aggro,Dredgevine,7,32,7581,6,3.4375,0,41769,5/10/2014
Aggro,Dredgevine,7,32,2528,6,3.4375,0,40958,2/19/2012
Aggro,Dredgevine,7,32,6555,7,3.4375,0,41666,1/27/2014
Aggro,Dredgevine,7,32,4518,7,3.4375,0,41344,3/11/2013
Aggro,Dredgevine,7,32,3701,7,3.4375,0,41202,10/20/2012
Combo,Elemental_Combo,40,8,3658,1,3,1,41203,10/21/2012
Combo,Elemental_Combo,40,8,5990,2,3,1,41580,11/2/2013
Combo,Elemental_Combo,40,8,3708,2,3,1,41210,10/28/2012
Combo,Elemental_Combo,40,8,3681,2,3,1,41204,10/22/2012
Combo,Elemental_Combo,40,8,3657,2,3,1,41203,10/21/2012
Combo,Elemental_Combo,40,8,7487,3,3,0,41792,6/2/2014
Combo,Elemental_Combo,40,8,8164,5,3,0,41889,9/7/2014
Combo,Elemental_Combo,40,8,4161,7,3,0,41288,1/14/2013
Control,Faeries,26,128,8194,1,3.71875,1,41900,9/18/2014
Control,Faeries,26,128,7937,1,3.71875,1,41854,8/3/2014
Control,Faeries,26,128,7799,1,3.71875,1,41833,7/13/2014
Control,Faeries,26,128,7727,1,3.71875,1,41819,6/29/2014
Control,Faeries,26,128,7644,1,3.71875,1,41811,6/21/2014
Control,Faeries,26,128,7425,1,3.71875,1,41787,5/28/2014
Control,Faeries,26,128,7296,1,3.71875,1,41766,5/7/2014
Control,Faeries,26,128,6980,1,3.71875,1,41713,3/15/2014
Control,Faeries,26,128,6684,1,3.71875,1,41689,2/19/2014
Control,Faeries,26,128,6661,1,3.71875,1,41686,2/16/2014
Control,Faeries,26,128,6766,1,3.71875,1,41679,2/9/2014
Control,Faeries,26,128,5965,1,3.71875,1,41582,11/4/2013
Control,Faeries,26,128,5946,1,3.71875,1,41580,11/2/2013
Control,Faeries,26,128,5876,1,3.71875,1,41569,10/22/2013
Control,Faeries,26,128,5745,1,3.71875,1,41553,10/6/2013
Control,Faeries,26,128,5455,1,3.71875,1,41498,8/12/2013
Control,Faeries,26,128,5389,1,3.71875,1,41486,7/31/2013
Control,Faeries,26,128,5380,1,3.71875,1,41484,7/29/2013
Control,Faeries,26,128,2868,1,3.71875,1,41139,8/18/2012
Control,Faeries,26,128,2533,1,3.71875,1,40958,2/19/2012
Control,Faeries,26,128,2539,1,3.71875,1,40957,2/18/2012
Control,Faeries,26,128,2517,1,3.71875,1,40944,2/5/2012
Control,Faeries,26,128,2493,1,3.71875,1,40929,1/21/2012
Control,Faeries,26,128,2258,1,3.71875,1,40859,11/12/2011
Control,Faeries,26,128,8087,2,3.71875,1,41875,8/24/2014
Control,Faeries,26,128,7788,2,3.71875,1,41826,7/6/2014
Control,Faeries,26,128,7740,2,3.71875,1,41825,7/5/2014
Control,Faeries,26,128,7415,2,3.71875,1,41786,5/27/2014
Control,Faeries,26,128,6929,2,3.71875,1,41719,3/21/2014
Control,Faeries,26,128,6824,2,3.71875,1,41708,3/10/2014
Control,Faeries,26,128,6161,2,3.71875,1,41608,11/30/2013
Control,Faeries,26,128,6055,2,3.71875,1,41596,11/18/2013
Control,Faeries,26,128,6037,2,3.71875,1,41592,11/14/2013
Control,Faeries,26,128,5812,2,3.71875,1,41561,10/14/2013
Control,Faeries,26,128,5819,2,3.71875,1,41555,10/8/2013
Control,Faeries,26,128,5619,2,3.71875,1,41527,9/10/2013
Control,Faeries,26,128,5421,2,3.71875,1,41494,8/8/2013
Control,Faeries,26,128,3143,2,3.71875,1,41155,9/3/2012
Control,Faeries,26,128,2776,2,3.71875,1,41083,6/23/2012
Control,Faeries,26,128,2572,2,3.71875,1,40971,3/3/2012
Control,Faeries,26,128,2577,2,3.71875,1,40971,3/3/2012
Control,Faeries,26,128,2223,2,3.71875,1,40853,11/6/2011
Control,Faeries,26,128,7886,3,3.71875,0,41843,7/23/2014
Control,Faeries,26,128,7788,3,3.71875,0,41826,7/6/2014
Control,Faeries,26,128,7862,3,3.71875,0,41826,7/6/2014
Control,Faeries,26,128,7858,3,3.71875,0,41825,7/5/2014
Control,Faeries,26,128,7605,3,3.71875,0,41805,6/15/2014
Control,Faeries,26,128,7390,3,3.71875,0,41783,5/24/2014
Control,Faeries,26,128,7374,3,3.71875,0,41778,5/19/2014
Control,Faeries,26,128,7343,3,3.71875,0,41775,5/16/2014
Control,Faeries,26,128,7228,3,3.71875,0,41757,4/28/2014
Control,Faeries,26,128,7233,3,3.71875,0,41754,4/25/2014
Control,Faeries,26,128,6929,3,3.71875,0,41719,3/21/2014
Control,Faeries,26,128,6794,3,3.71875,0,41701,3/3/2014
Control,Faeries,26,128,6124,3,3.71875,0,41601,11/23/2013
Control,Faeries,26,128,6144,3,3.71875,0,41593,11/15/2013
Control,Faeries,26,128,5849,3,3.71875,0,41566,10/19/2013
Control,Faeries,26,128,5572,3,3.71875,0,41515,8/29/2013
Control,Faeries,26,128,5455,3,3.71875,0,41498,8/12/2013
Control,Faeries,26,128,5199,3,3.71875,0,41451,6/26/2013
Control,Faeries,26,128,5087,3,3.71875,0,41432,6/7/2013
Control,Faeries,26,128,3042,3,3.71875,0,41145,8/24/2012
Control,Faeries,26,128,2611,3,3.71875,0,40986,3/18/2012
Control,Faeries,26,128,2594,3,3.71875,0,40979,3/11/2012
Control,Faeries,26,128,2571,3,3.71875,0,40971,3/3/2012
Control,Faeries,26,128,2572,3,3.71875,0,40971,3/3/2012
Control,Faeries,26,128,2577,3,3.71875,0,40971,3/3/2012
Control,Faeries,26,128,8156,4,3.71875,0,41895,9/13/2014
Control,Faeries,26,128,7869,4,3.71875,0,41841,7/21/2014
Control,Faeries,26,128,7844,4,3.71875,0,41840,7/20/2014
Control,Faeries,26,128,7761,4,3.71875,0,41826,7/6/2014
Control,Faeries,26,128,7788,4,3.71875,0,41826,7/6/2014
Control,Faeries,26,128,7855,4,3.71875,0,41825,7/5/2014
Control,Faeries,26,128,7549,4,3.71875,0,41799,6/9/2014
Control,Faeries,26,128,7342,4,3.71875,0,41776,5/17/2014
Control,Faeries,26,128,6567,4,3.71875,0,41672,2/2/2014
Control,Faeries,26,128,5544,4,3.71875,0,41513,8/27/2013
Control,Faeries,26,128,5282,4,3.71875,0,41469,7/14/2013
Control,Faeries,26,128,8565,5,3.71875,0,41962,11/19/2014
Control,Faeries,26,128,8066,5,3.71875,0,41876,8/25/2014
Control,Faeries,26,128,7984,5,3.71875,0,41861,8/10/2014
Control,Faeries,26,128,7964,5,3.71875,0,41854,8/3/2014
Control,Faeries,26,128,7999,5,3.71875,0,41854,8/3/2014
Control,Faeries,26,128,7683,5,3.71875,0,41804,6/14/2014
Control,Faeries,26,128,7425,5,3.71875,0,41787,5/28/2014
Control,Faeries,26,128,7125,5,3.71875,0,41742,4/13/2014
Control,Faeries,26,128,6744,5,3.71875,0,41696,2/26/2014
Control,Faeries,26,128,6720,5,3.71875,0,41693,2/23/2014
Control,Faeries,26,128,6411,5,3.71875,0,41647,1/8/2014
Control,Faeries,26,128,5530,5,3.71875,0,41511,8/25/2013
Control,Faeries,26,128,2622,5,3.71875,0,40985,3/17/2012
Control,Faeries,26,128,2597,5,3.71875,0,40979,3/11/2012
Control,Faeries,26,128,2600,5,3.71875,0,40972,3/4/2012
Control,Faeries,26,128,2580,5,3.71875,0,40971,3/3/2012
Control,Faeries,26,128,2580,5,3.71875,0,40971,3/3/2012
Control,Faeries,26,128,2526,5,3.71875,0,40959,2/20/2012
Control,Faeries,26,128,2525,5,3.71875,0,40958,2/19/2012
Control,Faeries,26,128,2533,5,3.71875,0,40958,2/19/2012
Control,Faeries,26,128,2501,5,3.71875,0,40929,1/21/2012
Control,Faeries,26,128,2503,5,3.71875,0,40929,1/21/2012
Control,Faeries,26,128,2477,5,3.71875,0,40923,1/15/2012
Control,Faeries,26,128,9267,6,3.71875,0,42067,3/4/2015
Control,Faeries,26,128,7586,6,3.71875,0,41805,6/15/2014
Control,Faeries,26,128,7408,6,3.71875,0,41784,5/25/2014
Control,Faeries,26,128,7321,6,3.71875,0,41771,5/12/2014
Control,Faeries,26,128,7315,6,3.71875,0,41770,5/11/2014
Control,Faeries,26,128,7178,6,3.71875,0,41749,4/20/2014
Control,Faeries,26,128,7045,6,3.71875,0,41735,4/6/2014
Control,Faeries,26,128,6555,6,3.71875,0,41666,1/27/2014
Control,Faeries,26,128,5610,6,3.71875,0,41526,9/9/2013
Control,Faeries,26,128,5392,6,3.71875,0,41491,8/5/2013
Control,Faeries,26,128,2005,6,3.71875,0,40795,9/9/2011
Control,Faeries,26,128,9388,7,3.71875,0,42080,3/17/2015
Control,Faeries,26,128,7937,7,3.71875,0,41854,8/3/2014
Control,Faeries,26,128,7932,7,3.71875,0,41853,8/2/2014
Control,Faeries,26,128,7741,7,3.71875,0,41825,7/5/2014
Control,Faeries,26,128,7569,7,3.71875,0,41803,6/13/2014
Control,Faeries,26,128,7030,7,3.71875,0,41732,4/3/2014
Control,Faeries,26,128,6727,7,3.71875,0,41694,2/24/2014
Control,Faeries,26,128,6732,7,3.71875,0,41694,2/24/2014
Control,Faeries,26,128,6661,7,3.71875,0,41686,2/16/2014
Control,Faeries,26,128,5620,7,3.71875,0,41517,8/31/2013
Control,Faeries,26,128,5494,7,3.71875,0,41506,8/20/2013
Control,Faeries,26,128,5455,7,3.71875,0,41498,8/12/2013
Control,Faeries,26,128,7855,8,3.71875,0,41825,7/5/2014
Control,Faeries,26,128,7177,8,3.71875,0,41749,4/20/2014
Control,Faeries,26,128,5763,8,3.71875,0,41554,10/7/2013
Control,Faeries,26,128,5619,8,3.71875,0,41527,9/10/2013
Combo,Genesis_Wave,41,21,7781,1,3.190476,1,41830,7/10/2014
Combo,Genesis_Wave,41,21,7129,1,3.190476,1,41738,4/9/2014
Combo,Genesis_Wave,41,21,6204,1,3.190476,1,41613,12/5/2013
Combo,Genesis_Wave,41,21,6046,1,3.190476,1,41593,11/15/2013
Combo,Genesis_Wave,41,21,7171,2,3.190476,1,41748,4/19/2014
Combo,Genesis_Wave,41,21,6470,2,3.190476,1,41644,1/5/2014
Combo,Genesis_Wave,41,21,9325,3,3.190476,0,42072,3/9/2015
Combo,Genesis_Wave,41,21,9315,3,3.190476,0,42070,3/7/2015
Combo,Genesis_Wave,41,21,7998,3,3.190476,0,41854,8/3/2014
Combo,Genesis_Wave,41,21,7129,3,3.190476,0,41738,4/9/2014
Combo,Genesis_Wave,41,21,6511,3,3.190476,0,41661,1/22/2014
Combo,Genesis_Wave,41,21,6199,3,3.190476,0,41612,12/4/2013
Combo,Genesis_Wave,41,21,9158,4,3.190476,0,42058,2/23/2015
Combo,Genesis_Wave,41,21,9052,4,3.190476,0,42039,2/4/2015
Combo,Genesis_Wave,41,21,8818,4,3.190476,0,42001,12/28/2014
Combo,Genesis_Wave,41,21,7583,4,3.190476,0,41791,6/1/2014
Combo,Genesis_Wave,41,21,7151,4,3.190476,0,41744,4/15/2014
Combo,Genesis_Wave,41,21,6536,4,3.190476,0,41665,1/26/2014
Combo,Genesis_Wave,41,21,7233,5,3.190476,0,41754,4/25/2014
Combo,Genesis_Wave,41,21,7143,5,3.190476,0,41743,4/14/2014
Combo,Genesis_Wave,41,21,7799,7,3.190476,0,41833,7/13/2014
Control,Gift_Control,27,114,7002,1,3.552632,1,41727,3/29/2014
Control,Gift_Control,27,114,6963,1,3.552632,1,41722,3/24/2014
Control,Gift_Control,27,114,6600,1,3.552632,1,41676,2/6/2014
Control,Gift_Control,27,114,6468,1,3.552632,1,41652,1/13/2014
Control,Gift_Control,27,114,6373,1,3.552632,1,41645,1/6/2014
Control,Gift_Control,27,114,5754,1,3.552632,1,41551,10/4/2013
Control,Gift_Control,27,114,5498,1,3.552632,1,41503,8/17/2013
Control,Gift_Control,27,114,5228,1,3.552632,1,41457,7/2/2013
Control,Gift_Control,27,114,4769,1,3.552632,1,41377,4/13/2013
Control,Gift_Control,27,114,4514,1,3.552632,1,41337,3/4/2013
Control,Gift_Control,27,114,4465,1,3.552632,1,41331,2/26/2013
Control,Gift_Control,27,114,4442,1,3.552632,1,41330,2/25/2013
Control,Gift_Control,27,114,4485,1,3.552632,1,41329,2/24/2013
Control,Gift_Control,27,114,4368,1,3.552632,1,41319,2/14/2013
Control,Gift_Control,27,114,4348,1,3.552632,1,41317,2/12/2013
Control,Gift_Control,27,114,4096,1,3.552632,1,41276,1/2/2013
Control,Gift_Control,27,114,4001,1,3.552632,1,41260,12/17/2012
Control,Gift_Control,27,114,3850,1,3.552632,1,41241,11/28/2012
Control,Gift_Control,27,114,2419,1,3.552632,1,40909,1/1/2012
Control,Gift_Control,27,114,2414,1,3.552632,1,40908,12/31/2011
Control,Gift_Control,27,114,2408,1,3.552632,1,40907,12/30/2011
Control,Gift_Control,27,114,2375,1,3.552632,1,40892,12/15/2011
Control,Gift_Control,27,114,2253,1,3.552632,1,40866,11/19/2011
Control,Gift_Control,27,114,2080,1,3.552632,1,40825,10/9/2011
Control,Gift_Control,27,114,8868,2,3.552632,1,42009,1/5/2015
Control,Gift_Control,27,114,6682,2,3.552632,1,41686,2/16/2014
Control,Gift_Control,27,114,6555,2,3.552632,1,41666,1/27/2014
Control,Gift_Control,27,114,6174,2,3.552632,1,41609,12/1/2013
Control,Gift_Control,27,114,5369,2,3.552632,1,41482,7/27/2013
Control,Gift_Control,27,114,5231,2,3.552632,1,41458,7/3/2013
Control,Gift_Control,27,114,5031,2,3.552632,1,41422,5/28/2013
Control,Gift_Control,27,114,4719,2,3.552632,1,41372,4/8/2013
Control,Gift_Control,27,114,4657,2,3.552632,1,41362,3/29/2013
Control,Gift_Control,27,114,4274,2,3.552632,1,41302,1/28/2013
Control,Gift_Control,27,114,3868,2,3.552632,1,41242,11/29/2012
Control,Gift_Control,27,114,3828,2,3.552632,1,41233,11/20/2012
Control,Gift_Control,27,114,2794,2,3.552632,1,41102,7/12/2012
Control,Gift_Control,27,114,2578,2,3.552632,1,40971,3/3/2012
Control,Gift_Control,27,114,2583,2,3.552632,1,40964,2/25/2012
Control,Gift_Control,27,114,2446,2,3.552632,1,40914,1/6/2012
Control,Gift_Control,27,114,2080,2,3.552632,1,40825,10/9/2011
Control,Gift_Control,27,114,9061,3,3.552632,0,42041,2/6/2015
Control,Gift_Control,27,114,8016,3,3.552632,0,41867,8/16/2014
Control,Gift_Control,27,114,7739,3,3.552632,0,41825,7/5/2014
Control,Gift_Control,27,114,6930,3,3.552632,0,41721,3/23/2014
Control,Gift_Control,27,114,6825,3,3.552632,0,41707,3/9/2014
Control,Gift_Control,27,114,6374,3,3.552632,0,41646,1/7/2014
Control,Gift_Control,27,114,4847,3,3.552632,0,41388,4/24/2013
Control,Gift_Control,27,114,4471,3,3.552632,0,41336,3/3/2013
Control,Gift_Control,27,114,4472,3,3.552632,0,41333,2/28/2013
Control,Gift_Control,27,114,4449,3,3.552632,0,41329,2/24/2013
Control,Gift_Control,27,114,4344,3,3.552632,0,41316,2/11/2013
Control,Gift_Control,27,114,4201,3,3.552632,0,41287,1/13/2013
Control,Gift_Control,27,114,4000,3,3.552632,0,41257,12/14/2012
Control,Gift_Control,27,114,3969,3,3.552632,0,41253,12/10/2012
Control,Gift_Control,27,114,3922,3,3.552632,0,41250,12/7/2012
Control,Gift_Control,27,114,3870,3,3.552632,0,41244,12/1/2012
Control,Gift_Control,27,114,3999,3,3.552632,0,41236,11/23/2012
Control,Gift_Control,27,114,3702,3,3.552632,0,41203,10/21/2012
Control,Gift_Control,27,114,3078,3,3.552632,0,41139,8/18/2012
Control,Gift_Control,27,114,2449,3,3.552632,0,40917,1/9/2012
Control,Gift_Control,27,114,2278,3,3.552632,0,40869,11/22/2011
Control,Gift_Control,27,114,1978,3,3.552632,0,40784,8/29/2011
Control,Gift_Control,27,114,8352,4,3.552632,0,41933,10/21/2014
Control,Gift_Control,27,114,7984,4,3.552632,0,41861,8/10/2014
Control,Gift_Control,27,114,7165,4,3.552632,0,41746,4/17/2014
Control,Gift_Control,27,114,6555,4,3.552632,0,41666,1/27/2014
Control,Gift_Control,27,114,6224,4,3.552632,0,41617,12/9/2013
Control,Gift_Control,27,114,4660,4,3.552632,0,41361,3/28/2013
Control,Gift_Control,27,114,4474,4,3.552632,0,41337,3/4/2013
Control,Gift_Control,27,114,3968,4,3.552632,0,41246,12/3/2012
Control,Gift_Control,27,114,3849,4,3.552632,0,41240,11/27/2012
Control,Gift_Control,27,114,8558,5,3.552632,0,41961,11/18/2014
Control,Gift_Control,27,114,7046,5,3.552632,0,41735,4/6/2014
Control,Gift_Control,27,114,6861,5,3.552632,0,41712,3/14/2014
Control,Gift_Control,27,114,6823,5,3.552632,0,41708,3/10/2014
Control,Gift_Control,27,114,6857,5,3.552632,0,41692,2/22/2014
Control,Gift_Control,27,114,5669,5,3.552632,0,41537,9/20/2013
Control,Gift_Control,27,114,5427,5,3.552632,0,41483,7/28/2013
Control,Gift_Control,27,114,4585,5,3.552632,0,41349,3/16/2013
Control,Gift_Control,27,114,4516,5,3.552632,0,41343,3/10/2013
Control,Gift_Control,27,114,4516,5,3.552632,0,41343,3/10/2013
Control,Gift_Control,27,114,4472,5,3.552632,0,41333,2/28/2013
Control,Gift_Control,27,114,4099,5,3.552632,0,41281,1/7/2013
Control,Gift_Control,27,114,4117,5,3.552632,0,41279,1/5/2013
Control,Gift_Control,27,114,3791,5,3.552632,0,41226,11/13/2012
Control,Gift_Control,27,114,3752,5,3.552632,0,41224,11/11/2012
Control,Gift_Control,27,114,2625,5,3.552632,0,40993,3/25/2012
Control,Gift_Control,27,114,2597,5,3.552632,0,40979,3/11/2012
Control,Gift_Control,27,114,2583,5,3.552632,0,40964,2/25/2012
Control,Gift_Control,27,114,2532,5,3.552632,0,40959,2/20/2012
Control,Gift_Control,27,114,2528,5,3.552632,0,40958,2/19/2012
Control,Gift_Control,27,114,9368,6,3.552632,0,42075,3/12/2015
Control,Gift_Control,27,114,9074,6,3.552632,0,42045,2/10/2015
Control,Gift_Control,27,114,9049,6,3.552632,0,42038,2/3/2015
Control,Gift_Control,27,114,7756,6,3.552632,0,41828,7/8/2014
Control,Gift_Control,27,114,7227,6,3.552632,0,41757,4/28/2014
Control,Gift_Control,27,114,6815,6,3.552632,0,41706,3/8/2014
Control,Gift_Control,27,114,6566,6,3.552632,0,41671,2/1/2014
Control,Gift_Control,27,114,6509,6,3.552632,0,41660,1/21/2014
Control,Gift_Control,27,114,5589,6,3.552632,0,41525,9/8/2013
Control,Gift_Control,27,114,5149,6,3.552632,0,41442,6/17/2013
Control,Gift_Control,27,114,4838,6,3.552632,0,41371,4/7/2013
Control,Gift_Control,27,114,4433,6,3.552632,0,41314,2/9/2013
Control,Gift_Control,27,114,4233,6,3.552632,0,41294,1/20/2013
Control,Gift_Control,27,114,4122,6,3.552632,0,41284,1/10/2013
Control,Gift_Control,27,114,4115,6,3.552632,0,41283,1/9/2013
Control,Gift_Control,27,114,4541,7,3.552632,0,41314,2/9/2013
Control,Gift_Control,27,114,3969,7,3.552632,0,41253,12/10/2012
Control,Gift_Control,27,114,6538,8,3.552632,0,41665,1/26/2014
Control,Gift_Control,27,114,5995,8,3.552632,0,41589,11/11/2013
Control,Gift_Control,27,114,5176,8,3.552632,0,41449,6/24/2013
Control,Gift_Control,27,114,3969,8,3.552632,0,41253,12/10/2012
Control,Gift_Control,27,114,3714,9,3.552632,0,41217,11/4/2012
Aggro,Gruul_Aggro,8,61,6644,1,3.147541,1,41684,2/14/2014
Aggro,Gruul_Aggro,8,61,6602,1,3.147541,1,41678,2/8/2014
Aggro,Gruul_Aggro,8,61,6509,1,3.147541,1,41660,1/21/2014
Aggro,Gruul_Aggro,8,61,5785,1,3.147541,1,41557,10/10/2013
Aggro,Gruul_Aggro,8,61,5261,1,3.147541,1,41462,7/7/2013
Aggro,Gruul_Aggro,8,61,5056,1,3.147541,1,41426,6/1/2013
Aggro,Gruul_Aggro,8,61,5003,1,3.147541,1,41417,5/23/2013
Aggro,Gruul_Aggro,8,61,4973,1,3.147541,1,41414,5/20/2013
Aggro,Gruul_Aggro,8,61,4918,1,3.147541,1,41393,4/29/2013
Aggro,Gruul_Aggro,8,61,4718,1,3.147541,1,41372,4/8/2013
Aggro,Gruul_Aggro,8,61,4717,1,3.147541,1,41371,4/7/2013
Aggro,Gruul_Aggro,8,61,4542,1,3.147541,1,41346,3/13/2013
Aggro,Gruul_Aggro,8,61,4448,1,3.147541,1,41328,2/23/2013
Aggro,Gruul_Aggro,8,61,4495,1,3.147541,1,41328,2/23/2013
Aggro,Gruul_Aggro,8,61,2872,1,3.147541,1,41139,8/18/2012
Aggro,Gruul_Aggro,8,61,1932,1,3.147541,1,40780,8/25/2011
Aggro,Gruul_Aggro,8,61,5743,2,3.147541,1,41552,10/5/2013
Aggro,Gruul_Aggro,8,61,5706,2,3.147541,1,41546,9/29/2013
Aggro,Gruul_Aggro,8,61,5671,2,3.147541,1,41539,9/22/2013
