deck.href,deck.text,player.href,player.text,event.href,event.text,rank,date
http://www.mtgtop8.com/event?e=8600&d=249259&f=MO,Jund,http://www.mtgtop8.com/search?player=dancingjesus102,dancingjesus102,http://www.mtgtop8.com/event?e=8600&f=MO,MTGO Modern Daily (#7704457),4,20/11/14
http://www.mtgtop8.com/event?e=8424&d=248396&f=MO,Jund,http://www.mtgtop8.com/search?player=TonyMontana,TonyMontana,http://www.mtgtop8.com/event?e=8424&f=MO,MTGO Modern Daily (#7620531),6,2/11/2014
http://www.mtgtop8.com/event?e=8288&d=247656&f=MO,Jund,http://www.mtgtop8.com/search?player=TomLocke,TomLocke,http://www.mtgtop8.com/event?e=8288&f=MO,MTGO Modern Daily (#7532989),2,10/10/2014
http://www.mtgtop8.com/event?e=8226&d=247342&f=MO,Jund,http://www.mtgtop8.com/search?player=Miguel+Suarez,Miguel Suarez,http://www.mtgtop8.com/event?e=8226&f=MO,IV Arcanis Deluxe - Modern Main Event,12,28/09/14
http://www.mtgtop8.com/event?e=8212&d=247279&f=MO,Jund,http://www.mtgtop8.com/search?player=TonyMontana,TonyMontana,http://www.mtgtop8.com/event?e=8212&f=MO,MTGO Modern Daily (#7484187),2,21/09/14
http://www.mtgtop8.com/event?e=8095&d=246645&f=MO,Jund,http://www.mtgtop8.com/search?player=Sebastian+Vaa+Ytterstr¶m,Sebastian Vaa Ytterstr¶m,http://www.mtgtop8.com/event?e=8095&f=MO,GPT Stockholm - in Trollhättan,12,31/08/14
http://www.mtgtop8.com/event?e=8078&d=246541&f=MO,Jund,http://www.mtgtop8.com/search?player=Bahra,Bahra,http://www.mtgtop8.com/event?e=8078&f=MO,MTGO Modern Daily (#7401916),1,27/08/14
http://www.mtgtop8.com/event?e=8097&d=246664&f=MO,Jund,http://www.mtgtop8.com/search?player=Francesco+Curia,Francesco Curia,http://www.mtgtop8.com/event?e=8097&f=MO,"PTQ Khans of Tarkir (Grosseto, Italy)",12,24/08/14
http://www.mtgtop8.com/event?e=8064&d=246470&f=MO,Jund,http://www.mtgtop8.com/search?player=Joseph+Herrera,Joseph Herrera,http://www.mtgtop8.com/event?e=8064&f=MO,"PTQ Khans of Tarkir (Roswell, Georgia)",2,23/08/14
http://www.mtgtop8.com/event?e=8054&d=246420&f=MO,Jund,http://www.mtgtop8.com/search?player=Yamaguti+Satosi,Yamaguti Satosi,http://www.mtgtop8.com/event?e=8054&f=MO,GP Kobe 2014 - Trial Winners,1,22/08/14
http://www.mtgtop8.com/event?e=8054&d=246427&f=MO,Jund,http://www.mtgtop8.com/search?player=Sugata+Takayuki,Sugata Takayuki,http://www.mtgtop8.com/event?e=8054&f=MO,GP Kobe 2014 - Trial Winners,1,22/08/14
http://www.mtgtop8.com/event?e=8107&d=246701&f=MO,Jund,http://www.mtgtop8.com/search?player=Qian+Shen,Qian Shen,http://www.mtgtop8.com/event?e=8107&f=MO,"PTQ Khans of Tarkir (Oakland, California)",12,21/08/14
http://www.mtgtop8.com/event?e=8011&d=246129&f=MO,Jund,http://www.mtgtop8.com/search?player=kjon999,kjon999,http://www.mtgtop8.com/event?e=8011&f=MO,MTGO Modern Daily (#7356189),2,13/08/14
http://www.mtgtop8.com/event?e=8008&d=246113&f=MO,Jund,http://www.mtgtop8.com/search?player=DarkNoob,DarkNoob,http://www.mtgtop8.com/event?e=8008&f=MO,MTGO Modern Daily (#7356182),3,12/8/2014
http://www.mtgtop8.com/event?e=7975&d=245908&f=MO,Jund,http://www.mtgtop8.com/search?player=kjon999,kjon999,http://www.mtgtop8.com/event?e=7975&f=MO,MTGO Modern Daily (#7356073),3,9/8/2014
http://www.mtgtop8.com/event?e=8052&d=246369&f=MO,Jund,http://www.mtgtop8.com/search?player=Devin+Koepek,Devin Koepek,http://www.mtgtop8.com/event?e=8052&f=MO,"PTQ Khans of Tarkir (Memphis, Tennessee)",1,9/8/2014
http://www.mtgtop8.com/event?e=7971&d=245893&f=MO,Jund,http://www.mtgtop8.com/search?player=Samwise_GeeGee,Samwise_GeeGee,http://www.mtgtop8.com/event?e=7971&f=MO,MTGO Modern Daily (#7356006),4,8/8/2014
http://www.mtgtop8.com/event?e=7937&d=245652&f=MO,Jund,http://www.mtgtop8.com/search?player=GMKiller,GMKiller,http://www.mtgtop8.com/event?e=7937&f=MO,MTGO Modern Premier (#7332812),9,3/8/2014
http://www.mtgtop8.com/event?e=7937&d=245653&f=MO,Jund,http://www.mtgtop8.com/search?player=Boin,Boin,http://www.mtgtop8.com/event?e=7937&f=MO,MTGO Modern Premier (#7332812),8,3/8/2014
http://www.mtgtop8.com/event?e=7945&d=245708&f=MO,Jund,http://www.mtgtop8.com/search?player=DuarteCruz,DuarteCruz,http://www.mtgtop8.com/event?e=7945&f=MO,MTGO Modern Daily (#7332854),2,3/8/2014
http://www.mtgtop8.com/event?e=7963&d=245843&f=MO,Jund,http://www.mtgtop8.com/search?player=Aaron+Standiford,Aaron Standiford,http://www.mtgtop8.com/event?e=7963&f=MO,2014 Modern State Championships - Florida,3,3/8/2014
http://www.mtgtop8.com/event?e=7965&d=245860&f=MO,Jund,http://www.mtgtop8.com/search?player=Matthew+Bartley,Matthew Bartley,http://www.mtgtop8.com/event?e=7965&f=MO,2014 Modern State Championships - New Hampshire,4,3/8/2014
http://www.mtgtop8.com/event?e=7996&d=246007&f=MO,Jund,http://www.mtgtop8.com/search?player=Nick+Otenti,Nick Otenti,http://www.mtgtop8.com/event?e=7996&f=MO,2014 Modern State Championships - Massachusetts,10,3/8/2014
http://www.mtgtop8.com/event?e=7996&d=246014&f=MO,Jund,http://www.mtgtop8.com/search?player=Charlie+Heveran,Charlie Heveran,http://www.mtgtop8.com/event?e=7996&f=MO,2014 Modern State Championships - Massachusetts,1,3/8/2014
http://www.mtgtop8.com/event?e=7998&d=246029&f=MO,Jund,http://www.mtgtop8.com/search?player=Kerry+Edwards,Kerry Edwards,http://www.mtgtop8.com/event?e=7998&f=MO,2014 Modern State Championships - Montana,10,3/8/2014
http://www.mtgtop8.com/event?e=7998&d=246030&f=MO,Jund,http://www.mtgtop8.com/search?player=Unknown,Unknown,http://www.mtgtop8.com/event?e=7998&f=MO,2014 Modern State Championships - Montana,10,3/8/2014
http://www.mtgtop8.com/event?e=8005&d=246094&f=MO,Jund,http://www.mtgtop8.com/search?player=Nathan+Kaufman,Nathan Kaufman,http://www.mtgtop8.com/event?e=8005&f=MO,2014 Modern State Championships - South Carolina,1,3/8/2014
http://www.mtgtop8.com/event?e=8022&d=246224&f=MO,Jund,http://www.mtgtop8.com/search?player=Randall+Gay,Randall Gay,http://www.mtgtop8.com/event?e=8022&f=MO,SCG Premier IQ - Dallas,2,3/8/2014
http://www.mtgtop8.com/event?e=8022&d=246231&f=MO,Jund,http://www.mtgtop8.com/search?player=Parker+May,Parker May,http://www.mtgtop8.com/event?e=8022&f=MO,SCG Premier IQ - Dallas,7,3/8/2014
http://www.mtgtop8.com/event?e=8022&d=246232&f=MO,Jund,http://www.mtgtop8.com/search?player=Raymond+Maglunog,Raymond Maglunog,http://www.mtgtop8.com/event?e=8022&f=MO,SCG Premier IQ - Dallas,6,3/8/2014
http://www.mtgtop8.com/event?e=7931&d=245607&f=MO,Jund,http://www.mtgtop8.com/search?player=bone55,bone55,http://www.mtgtop8.com/event?e=7931&f=MO,MTGO Modern Daily (#7332810),2,2/8/2014
http://www.mtgtop8.com/event?e=7932&d=245615&f=MO,Jund,http://www.mtgtop8.com/search?player=Ransunna,Ransunna,http://www.mtgtop8.com/event?e=7932&f=MO,MTGO Modern Premier (#7332801),8,2/8/2014
http://www.mtgtop8.com/event?e=7905&d=245456&f=MO,Jund,http://www.mtgtop8.com/search?player=Andrew+Boswell,Andrew Boswell,http://www.mtgtop8.com/event?e=7905&f=MO,Grand Prix Boston 2014,2,27/07/14
http://www.mtgtop8.com/event?e=7947&d=245721&f=MO,Jund,http://www.mtgtop8.com/search?player=Hayden+Passarelli,Hayden Passarelli,http://www.mtgtop8.com/event?e=7947&f=MO,"PTQ Khans of Tarkir (St. Louis, Missouri)",2,26/07/14
http://www.mtgtop8.com/event?e=7947&d=245724&f=MO,Jund,http://www.mtgtop8.com/search?player=Nick+Lore,Nick Lore,http://www.mtgtop8.com/event?e=7947&f=MO,"PTQ Khans of Tarkir (St. Louis, Missouri)",4,26/07/14
http://www.mtgtop8.com/event?e=7906&d=245465&f=MO,Jund,http://www.mtgtop8.com/search?player=Charles+Zhang,Charles Zhang,http://www.mtgtop8.com/event?e=7906&f=MO,GP Boston 2014 - Trial Winners,1,25/07/14
http://www.mtgtop8.com/event?e=7906&d=245479&f=MO,Jund,http://www.mtgtop8.com/search?player=Nick+Usman,Nick Usman,http://www.mtgtop8.com/event?e=7906&f=MO,GP Boston 2014 - Trial Winners,1,25/07/14
http://www.mtgtop8.com/event?e=7897&d=245423&f=MO,Jund,http://www.mtgtop8.com/search?player=DuarteCruz,DuarteCruz,http://www.mtgtop8.com/event?e=7897&f=MO,MTGO Modern Daily (#7313310),3,24/07/14
http://www.mtgtop8.com/event?e=7854&d=245235&f=MO,Jund,http://www.mtgtop8.com/search?player=Eduardo+Ossorio,Eduardo Ossorio,http://www.mtgtop8.com/event?e=7854&f=MO,Evomodern,2,19/07/14
http://www.mtgtop8.com/event?e=7890&d=245390&f=MO,Jund,http://www.mtgtop8.com/search?player=Ignasi+Villagrasa,Ignasi Villagrasa,http://www.mtgtop8.com/event?e=7890&f=MO,4º Open Modern Catalunya,5,19/07/14
http://www.mtgtop8.com/event?e=7811&d=245002&f=MO,Jund,http://www.mtgtop8.com/search?player=sakimmd,sakimmd,http://www.mtgtop8.com/event?e=7811&f=MO,MTGO Modern Premier (#7283118),2,14/07/14
http://www.mtgtop8.com/event?e=7799&d=244925&f=MO,Jund,http://www.mtgtop8.com/search?player=sakimmd,sakimmd,http://www.mtgtop8.com/event?e=7799&f=MO,MTGO Modern Premier (#7283106),9,13/07/14
http://www.mtgtop8.com/event?e=7781&d=244792&f=MO,Jund,http://www.mtgtop8.com/search?player=DoogieH,DoogieH,http://www.mtgtop8.com/event?e=7781&f=MO,MTGO Modern Daily (#7282989),5,10/7/2014
http://www.mtgtop8.com/event?e=7860&d=245256&f=MO,Jund,http://www.mtgtop8.com/search?player=Daniel+Martines,Daniel Martines,http://www.mtgtop8.com/event?e=7860&f=MO,"PTQ Khans of Tarkir (Murcia, Spain)",10,6/7/2014
http://www.mtgtop8.com/event?e=7725&d=244458&f=MO,Jund,http://www.mtgtop8.com/search?player=gnorilgrande,gnorilgrande,http://www.mtgtop8.com/event?e=7725&f=MO,MTGO Modern Daily (#7242048),3,30/06/14
http://www.mtgtop8.com/event?e=7722&d=244424&f=MO,Jund,http://www.mtgtop8.com/search?player=Dragner,Dragner,http://www.mtgtop8.com/event?e=7722&f=MO,MTGO Modern Premier (#7241969),1,29/06/14
http://www.mtgtop8.com/event?e=7722&d=244431&f=MO,Jund,http://www.mtgtop8.com/search?player=Boin,Boin,http://www.mtgtop8.com/event?e=7722&f=MO,MTGO Modern Premier (#7241969),13,29/06/14
http://www.mtgtop8.com/event?e=7724&d=244448&f=MO,Jund,http://www.mtgtop8.com/search?player=Darkham26,Darkham26,http://www.mtgtop8.com/event?e=7724&f=MO,MTGO Modern Premier (#7241929),4,28/06/14
http://www.mtgtop8.com/event?e=7891&d=245396&f=MO,Jund,http://www.mtgtop8.com/search?player=Edgar+Tan,Edgar Tan,http://www.mtgtop8.com/event?e=7891&f=MO,"PTQ Khans of Tarkir (Richmond, Kentucky)",4,28/06/14
http://www.mtgtop8.com/event?e=7688&d=244157&f=MO,Jund,http://www.mtgtop8.com/search?player=Dragner,Dragner,http://www.mtgtop8.com/event?e=7688&f=MO,MTGO Modern Daily (#7241873),6,26/06/14
http://www.mtgtop8.com/event?e=7658&d=243982&f=MO,Jund,http://www.mtgtop8.com/search?player=Izwan+Shah,Izwan Shah,http://www.mtgtop8.com/event?e=7658&f=MO,PTQ Khans of Tarkir - Singapore,1,22/06/14
http://www.mtgtop8.com/event?e=7658&d=243989&f=MO,Jund,http://www.mtgtop8.com/search?player=Goh+Yong+Xin,Goh Yong Xin,http://www.mtgtop8.com/event?e=7658&f=MO,PTQ Khans of Tarkir - Singapore,2,22/06/14
http://www.mtgtop8.com/event?e=7663&d=244032&f=MO,Jund,http://www.mtgtop8.com/search?player=Claudio+Blessent,Claudio Blessent,http://www.mtgtop8.com/event?e=7663&f=MO,PTQ Khans of Tarkir - Monza,10,22/06/14
http://www.mtgtop8.com/event?e=7685&d=244132&f=MO,Jund,http://www.mtgtop8.com/search?player=Ronco+Matteo,Ronco Matteo,http://www.mtgtop8.com/event?e=7685&f=MO,Day of Judgment 2014 @ Caos AD,6,22/06/14
http://www.mtgtop8.com/event?e=7687&d=244152&f=MO,Jund,http://www.mtgtop8.com/search?player=Cervellione+Davide,Cervellione Davide,http://www.mtgtop8.com/event?e=7687&f=MO,Kingdom Modern - Galactus Roma,4,22/06/14
http://www.mtgtop8.com/event?e=7687&d=244153&f=MO,Jund,http://www.mtgtop8.com/search?player=Fiacchi+Daniele,Fiacchi Daniele,http://www.mtgtop8.com/event?e=7687&f=MO,Kingdom Modern - Galactus Roma,3,22/06/14
http://www.mtgtop8.com/event?e=7641&d=243865&f=MO,Jund,http://www.mtgtop8.com/search?player=_Noop_,_Noop_,http://www.mtgtop8.com/event?e=7641&f=MO,MTGO Modern Daily (#7218214),5,20/06/14
http://www.mtgtop8.com/event?e=7628&d=243788&f=MO,Jund,http://www.mtgtop8.com/search?player=Monstruito,Monstruito,http://www.mtgtop8.com/event?e=7628&f=MO,MTGO Modern Premier (#7190481),2,16/06/14
http://www.mtgtop8.com/event?e=7604&d=243661&f=MO,Jund,http://www.mtgtop8.com/search?player=Paolo+Magnani,Paolo Magnani,http://www.mtgtop8.com/event?e=7604&f=MO,PTQ Khans of Tarkir - Pescara,12,15/06/14
http://www.mtgtop8.com/event?e=7604&d=243664&f=MO,Jund,http://www.mtgtop8.com/search?player=Enrico+Baldrati,Enrico Baldrati,http://www.mtgtop8.com/event?e=7604&f=MO,PTQ Khans of Tarkir - Pescara,10,15/06/14
http://www.mtgtop8.com/event?e=7615&d=243707&f=MO,Jund,http://www.mtgtop8.com/search?player=Timothy+Bronson,Timothy Bronson,http://www.mtgtop8.com/event?e=7615&f=MO,Southern Ontario II,12,15/06/14
http://www.mtgtop8.com/event?e=7575&d=243460&f=MO,Jund,http://www.mtgtop8.com/search?player=JRandle+,JRandle,http://www.mtgtop8.com/event?e=7575&f=MO,MTGO Modern Daily (#7190435),3,14/06/14
http://www.mtgtop8.com/event?e=7683&d=244116&f=MO,Jund,http://www.mtgtop8.com/search?player=Robert+Victory,Robert Victory,http://www.mtgtop8.com/event?e=7683&f=MO,"PTQ Khans of Tarkir (Attleboro, Massachusetts)",10,14/06/14
http://www.mtgtop8.com/event?e=7723&d=244438&f=MO,Jund,http://www.mtgtop8.com/search?player=Robert+V,Robert V.,http://www.mtgtop8.com/event?e=7723&f=MO,"PTQ Khans of Tarkir (Syracuse, New York)",10,14/06/14
http://www.mtgtop8.com/event?e=7520&d=243109&f=MO,Jund,http://www.mtgtop8.com/search?player=_VFS_+,_VFS_,http://www.mtgtop8.com/event?e=7520&f=MO,MTGO Modern Premier (#7167094),1,8/6/2014
http://www.mtgtop8.com/event?e=7521&d=243122&f=MO,Jund,http://www.mtgtop8.com/search?player=ferranr+,ferranr,http://www.mtgtop8.com/event?e=7521&f=MO,MTGO Modern Daily (#7167133),1,8/6/2014
http://www.mtgtop8.com/event?e=7580&d=243482&f=MO,Jund,http://www.mtgtop8.com/search?player=Stefano+Vinci,Stefano Vinci,http://www.mtgtop8.com/event?e=7580&f=MO,PTQ Khans of Tarkir - Ferrara,1,8/6/2014
http://www.mtgtop8.com/event?e=7580&d=243485&f=MO,Jund,http://www.mtgtop8.com/search?player=Alessio+Ajmone,Alessio Ajmone,http://www.mtgtop8.com/event?e=7580&f=MO,PTQ Khans of Tarkir - Ferrara,12,8/6/2014
http://www.mtgtop8.com/event?e=7662&d=244025&f=MO,Jund,http://www.mtgtop8.com/search?player=Rubén+Pérez,Rubén Pérez,http://www.mtgtop8.com/event?e=7662&f=MO,PTQ Khans of Tarkir - LudoGoya (Madrid),1,8/6/2014
http://www.mtgtop8.com/event?e=7705&d=244294&f=MO,Jund,http://www.mtgtop8.com/search?player=Adam+Jansen,Adam Jansen,http://www.mtgtop8.com/event?e=7705&f=MO,"PTQ Khans of Tarkir (Villa Park, Illinois)",6,8/6/2014
http://www.mtgtop8.com/event?e=7705&d=244295&f=MO,Jund,http://www.mtgtop8.com/search?player=Korbin+Friend,Korbin Friend,http://www.mtgtop8.com/event?e=7705&f=MO,"PTQ Khans of Tarkir (Villa Park, Illinois)",8,8/6/2014
http://www.mtgtop8.com/event?e=7712&d=244349&f=MO,Jund,http://www.mtgtop8.com/search?player=Aaron+Prieto,Aaron Prieto,http://www.mtgtop8.com/event?e=7712&f=MO,"PTQ Khans of Tarkir (Austin, Texas)",2,8/6/2014
http://www.mtgtop8.com/event?e=7712&d=244350&f=MO,Jund,http://www.mtgtop8.com/search?player=Timothy+Thomason,Timothy Thomason,http://www.mtgtop8.com/event?e=7712&f=MO,"PTQ Khans of Tarkir (Austin, Texas)",12,8/6/2014
http://www.mtgtop8.com/event?e=7681&d=244098&f=MO,Jund,http://www.mtgtop8.com/search?player=Kristopher+Hopkins,Kristopher Hopkins,http://www.mtgtop8.com/event?e=7681&f=MO,"PTQ Khans of Tarkir (Portland, Oregon)",3,7/6/2014
http://www.mtgtop8.com/event?e=7682&d=244108&f=MO,Jund,http://www.mtgtop8.com/search?player=Hugo+Rodrigues,Hugo Rodrigues,http://www.mtgtop8.com/event?e=7682&f=MO,"PTQ Khans of Tarkir (North Canton, Ohio)",12,7/6/2014
http://www.mtgtop8.com/event?e=7529&d=243161&f=MO,Jund,http://www.mtgtop8.com/search?player=TiuTangClan+,TiuTangClan,http://www.mtgtop8.com/event?e=7529&f=MO,MTGO Modern Daily (#7167032),4,6/6/2014
http://www.mtgtop8.com/event?e=7511&d=243073&f=MO,Jund,http://www.mtgtop8.com/search?player=Samwise_GeeGee+,Samwise_GeeGee,http://www.mtgtop8.com/event?e=7511&f=MO,MTGO Modern Daily (#7167008),5,5/6/2014
http://www.mtgtop8.com/event?e=7506&d=243054&f=MO,Jund,http://www.mtgtop8.com/search?player=oTHORo+,oTHORo,http://www.mtgtop8.com/event?e=7506&f=MO,MTGO Modern Daily (#7143443),8,3/6/2014
http://www.mtgtop8.com/event?e=7480&d=242871&f=MO,Jund,http://www.mtgtop8.com/search?player=Boin+,Boin,http://www.mtgtop8.com/event?e=7480&f=MO,MTGO Modern Premier (#7143347),4,1/6/2014
http://www.mtgtop8.com/event?e=7583&d=243509&f=MO,Jund,http://www.mtgtop8.com/search?player=Nathan+Maliszewski,Nathan Maliszewski,http://www.mtgtop8.com/event?e=7583&f=MO,"SCG Invitational Qualifier - Arvada, CO",5,1/6/2014
http://www.mtgtop8.com/event?e=7449&d=242651&f=MO,Jund,http://www.mtgtop8.com/search?player=OompaLoompa+,OompaLoompa,http://www.mtgtop8.com/event?e=7449&f=MO,MTGO Modern Premier (#7143337),5,31/05/14
http://www.mtgtop8.com/event?e=7449&d=242653&f=MO,Jund,http://www.mtgtop8.com/search?player=sakimmd+,sakimmd,http://www.mtgtop8.com/event?e=7449&f=MO,MTGO Modern Premier (#7143337),7,31/05/14
http://www.mtgtop8.com/event?e=7425&d=242487&f=MO,Jund,http://www.mtgtop8.com/search?player=Latura+,Latura,http://www.mtgtop8.com/event?e=7425&f=MO,MTGO Modern Daily (#7120413),3,28/05/14
http://www.mtgtop8.com/event?e=7415&d=242437&f=MO,Jund,http://www.mtgtop8.com/search?player=bone55+,bone55,http://www.mtgtop8.com/event?e=7415&f=MO,MTGO Modern Daily (#7120396),6,27/05/14
http://www.mtgtop8.com/event?e=7478&d=242852&f=MO,Jund,http://www.mtgtop8.com/search?player=Enrique+S¡nchez+Fern¡ndez,Enrique S¡nchez Fern¡ndez,http://www.mtgtop8.com/event?e=7478&f=MO,Open Modern Tierra Media Sanlcar,2,25/05/14
http://www.mtgtop8.com/event?e=7478&d=242851&f=MO,Jund,http://www.mtgtop8.com/search?player=Juan+Carlos+Jara,Juan Carlos Jara,http://www.mtgtop8.com/event?e=7478&f=MO,Open Modern Tierra Media Sanlcar,1,25/05/14
http://www.mtgtop8.com/event?e=7392&d=242304&f=MO,Jund,http://www.mtgtop8.com/search?player=JusticeG+,JusticeG,http://www.mtgtop8.com/event?e=7392&f=MO,MTGO Modern Premier (#7120327),2,24/05/14
http://www.mtgtop8.com/event?e=7380&d=242246&f=MO,Jund,http://www.mtgtop8.com/search?player=TonyMontana+,TonyMontana,http://www.mtgtop8.com/event?e=7380&f=MO,MTGO Modern Daily (#7120284),5,22/05/14
http://www.mtgtop8.com/event?e=7374&d=242210&f=MO,Jund,http://www.mtgtop8.com/search?player=osmanozguney+,osmanozguney,http://www.mtgtop8.com/event?e=7374&f=MO,MTGO Modern Daily (#7095575),1,19/05/14
http://www.mtgtop8.com/event?e=7360&d=242143&f=MO,Jund,http://www.mtgtop8.com/search?player=ferranr+,ferranr,http://www.mtgtop8.com/event?e=7360&f=MO,MTGO Modern Daily (#7095550),2,18/05/14
http://www.mtgtop8.com/event?e=7361&d=242152&f=MO,Jund,http://www.mtgtop8.com/search?player=LaMolMachine+,LaMolMachine,http://www.mtgtop8.com/event?e=7361&f=MO,MTGO Modern Premier (#7095520),5,18/05/14
http://www.mtgtop8.com/event?e=7431&d=242527&f=MO,Jund,http://www.mtgtop8.com/search?player=Tarditi+Luciano,Tarditi Luciano,http://www.mtgtop8.com/event?e=7431&f=MO,MagicCellar Prix Grignasco,2,18/05/14
http://www.mtgtop8.com/event?e=7342&d=242052&f=MO,Jund,http://www.mtgtop8.com/search?player=u_mad_bro+,u_mad_bro,http://www.mtgtop8.com/event?e=7342&f=MO,MTGO Modern Premier (#7095492),1,17/05/14
http://www.mtgtop8.com/event?e=7335&d=242015&f=MO,Jund,http://www.mtgtop8.com/search?player=Mordo+Ty+Moja+,Mordo Ty Moja,http://www.mtgtop8.com/event?e=7335&f=MO,MTGO Modern Daily (#7095468),5,15/05/14
http://www.mtgtop8.com/event?e=7327&d=241977&f=MO,Jund,http://www.mtgtop8.com/search?player=bone55+,bone55,http://www.mtgtop8.com/event?e=7327&f=MO,MTGO Modern Daily (#7074982),4,14/05/14
http://www.mtgtop8.com/event?e=7306&d=241843&f=MO,Jund,http://www.mtgtop8.com/search?player=Andrew+Huska,Andrew Huska,http://www.mtgtop8.com/event?e=7306&f=MO,Grand Prix Minneapolis,2,12/5/2014
http://www.mtgtop8.com/event?e=7300&d=241808&f=MO,Jund,http://www.mtgtop8.com/search?player=oriver001+,oriver001,http://www.mtgtop8.com/event?e=7300&f=MO,MTGO Modern Premier (#7074870),1,10/5/2014
http://www.mtgtop8.com/event?e=7581&d=243497&f=MO,Jund,http://www.mtgtop8.com/search?player=Cody+Cook,Cody Cook,http://www.mtgtop8.com/event?e=7581&f=MO,"SCG Invitational Qualifier - Butte, MO",1,10/5/2014
http://www.mtgtop8.com/event?e=7265&d=241634&f=MO,Jund,http://www.mtgtop8.com/search?player=Luca+Rinaldi,Luca Rinaldi,http://www.mtgtop8.com/event?e=7265&f=MO,Italian Magic Tour Roma,10,4/5/2014
http://www.mtgtop8.com/event?e=7273&d=241677&f=MO,Jund,http://www.mtgtop8.com/search?player=Mordo+Ty+Moja+,Mordo Ty Moja,http://www.mtgtop8.com/event?e=7273&f=MO,MTGO Modern Daily (#7051763),2,4/5/2014
http://www.mtgtop8.com/event?e=7273&d=241681&f=MO,Jund,http://www.mtgtop8.com/search?player=kostompy+,kostompy,http://www.mtgtop8.com/event?e=7273&f=MO,MTGO Modern Daily (#7051763),6,4/5/2014
http://www.mtgtop8.com/event?e=7324&d=241965&f=MO,Jund,http://www.mtgtop8.com/search?player=Tommaso+Badiali+,Tommaso Badiali,http://www.mtgtop8.com/event?e=7324&f=MO,Earthquake Finale Emila,4,4/5/2014
http://www.mtgtop8.com/event?e=7324&d=241967&f=MO,Jund,http://www.mtgtop8.com/search?player=Mattia+Fabbri+,Mattia Fabbri,http://www.mtgtop8.com/event?e=7324&f=MO,Earthquake Finale Emila,10,4/5/2014
http://www.mtgtop8.com/event?e=7269&d=241655&f=MO,Jund,http://www.mtgtop8.com/search?player=Patxi+,Patxi,http://www.mtgtop8.com/event?e=7269&f=MO,MTGO Modern Premier (#7051622),1,3/5/2014
http://www.mtgtop8.com/event?e=7280&d=241722&f=MO,Jund,http://www.mtgtop8.com/search?player=Kale+Thompson,Kale Thompson,http://www.mtgtop8.com/event?e=7280&f=MO,"SOMS @ Toronto, Ontario",12,3/5/2014
http://www.mtgtop8.com/event?e=7257&d=241587&f=MO,Jund,http://www.mtgtop8.com/search?player=_Monstruito_+,_Monstruito_,http://www.mtgtop8.com/event?e=7257&f=MO,MTGO Modern Daily (#7051596),5,2/5/2014
http://www.mtgtop8.com/event?e=7308&d=241861&f=MO,Jund,http://www.mtgtop8.com/search?player=Riedel+Tim,Riedel Tim,http://www.mtgtop8.com/event?e=7308&f=MO,Modern Turniers,4,29/04/14
http://www.mtgtop8.com/event?e=7214&d=241358&f=MO,Jund,http://www.mtgtop8.com/search?player=ccomakoto+,ccomakoto,http://www.mtgtop8.com/event?e=7214&f=MO,MTGO Modern Premier (#7035662),3,27/04/14
http://www.mtgtop8.com/event?e=7214&d=241359&f=MO,Jund,http://www.mtgtop8.com/search?player=JusticeG+,JusticeG,http://www.mtgtop8.com/event?e=7214&f=MO,MTGO Modern Premier (#7035662),2,27/04/14
http://www.mtgtop8.com/event?e=7202&d=241288&f=MO,Jund,http://www.mtgtop8.com/search?player=IWinGames+,IWinGames,http://www.mtgtop8.com/event?e=7202&f=MO,MTGO Modern Daily (#7027977),4,24/04/14
http://www.mtgtop8.com/event?e=7187&d=241199&f=MO,Jund,http://www.mtgtop8.com/search?player=krav3n666+,krav3n666,http://www.mtgtop8.com/event?e=7187&f=MO,MTGO Modern Premier (#7008975),6,21/04/14
http://www.mtgtop8.com/event?e=7187&d=241200&f=MO,Jund,http://www.mtgtop8.com/search?player=marioivo+,marioivo,http://www.mtgtop8.com/event?e=7187&f=MO,MTGO Modern Premier (#7008975),7,21/04/14
http://www.mtgtop8.com/event?e=7179&d=241145&f=MO,Jund,http://www.mtgtop8.com/search?player=Zwischenzug+,Zwischenzug,http://www.mtgtop8.com/event?e=7179&f=MO,MTGO Modern Daily (#7008973),1,20/04/14
http://www.mtgtop8.com/event?e=7170&d=241085&f=MO,Jund,http://www.mtgtop8.com/search?player=kei00+,kei00,http://www.mtgtop8.com/event?e=7170&f=MO,MTGO Modern Daily (#7008932),1,19/04/14
http://www.mtgtop8.com/event?e=7171&d=241091&f=MO,Jund,http://www.mtgtop8.com/search?player=JusticeG+,JusticeG,http://www.mtgtop8.com/event?e=7171&f=MO,MTGO Modern Premier (#7008924),4,19/04/14
http://www.mtgtop8.com/event?e=7128&d=240900&f=MO,Jund,http://www.mtgtop8.com/search?player=marioivo+,marioivo,http://www.mtgtop8.com/event?e=7128&f=MO,MTGO Modern Daily (#6975186),4,10/4/2014
http://www.mtgtop8.com/event?e=7198&d=241270&f=MO,Jund,http://www.mtgtop8.com/search?player=Beck+Philipp,Beck Philipp,http://www.mtgtop8.com/event?e=7198&f=MO,Wochentlichen Modern Turniers,4,8/4/2014
http://www.mtgtop8.com/event?e=7044&d=240504&f=MO,Jund,http://www.mtgtop8.com/search?player=_DarkBeast_+,_DarkBeast_,http://www.mtgtop8.com/event?e=7044&f=MO,MTGO Modern Premier (#6950631),7,6/4/2014
